a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,label,action_name
336.00,627.00,151.00,627.00,33.00,13.94,13.86,30.22,51.22,74.97,13.86,13.58,40.00,56.03,29.95,122.62,214.18,91.88,23.56,71.81,64.00,8.76,11.56,30.73,39.00,51.98,20.41,13.88,15.00,55.74,68.91,160.28,286.25,142.22,29.79,60.07,64.00,9.72,5.12,29.07,38.29,13.24,4.21,8.79,8.00,0,휴식 (Relax)
320.00,572.00,140.00,561.00,28.00,2.12,28.46,45.73,40.00,59.73,9.27,14.97,24.00,66.71,39.13,133.62,203.57,81.54,12.75,64.70,53.00,4.15,15.81,35.72,34.00,47.12,15.81,10.11,20.00,55.74,68.91,160.28,286.25,142.22,29.79,60.07,64.00,4.98,7.24,25.43,41.73,18.06,1.24,3.81,13.00,0,휴식 (Relax)
320.00,561.00,135.00,551.00,28.00,2.12,28.46,45.73,40.00,59.73,9.27,14.97,24.00,24.49,12.75,124.57,219.58,91.75,39.13,68.78,9.00,20.08,5.10,33.77,37.58,47.52,5.10,8.39,36.00,28.47,39.74,159.17,284.92,149.38,47.25,84.91,12.00,6.02,15.24,29.65,36.62,14.88,6.76,11.45,5.00,0,휴식 (Relax)
304.00,561.00,140.00,572.00,36.00,22.94,31.65,67.07,32.00,39.31,16.67,9.31,48.00,43.46,67.41,176.08,172.28,37.24,27.92,47.43,64.00,30.64,15.50,44.44,28.02,36.80,7.33,9.37,25.00,82.91,93.42,213.61,230.38,94.45,33.69,38.85,43.00,3.24,13.29,26.78,39.12,17.49,9.13,14.08,2.00,0,휴식 (Relax)
320.00,605.00,151.00,616.00,36.00,15.53,24.00,61.71,40.00,32.43,24.00,16.57,56.00,10.65,48.38,157.10,193.15,45.01,60.91,49.49,97.00,19.94,9.35,37.71,39.41,29.95,19.96,24.80,9.00,28.87,56.88,190.09,248.17,88.07,98.06,36.14,108.00,6.81,17.86,27.85,34.79,11.81,11.87,10.52,12.00,0,휴식 (Relax)
328.00,605.00,156.00,616.00,28.00,13.25,11.79,70.69,43.08,33.15,22.38,11.32,40.00,33.56,77.76,187.01,163.81,10.18,44.04,65.80,53.00,24.67,24.80,51.43,32.76,19.08,19.57,9.92,25.00,68.10,108.24,246.28,190.19,24.85,64.23,52.39,43.00,4.33,14.87,24.86,37.64,14.28,14.87,12.13,15.00,0,휴식 (Relax)
328.00,561.00,140.00,551.00,28.00,13.25,11.79,70.69,43.08,33.15,22.38,11.32,40.00,11.19,45.72,157.86,191.40,42.63,71.90,96.51,20.00,16.29,17.14,43.80,43.57,8.16,30.03,10.08,36.00,4.18,51.78,202.10,230.52,49.39,115.29,116.83,22.00,12.92,10.44,21.78,36.12,8.80,10.44,6.74,1.00,0,휴식 (Relax)
296.00,551.00,130.00,540.00,28.00,12.15,14.78,72.53,56.57,55.45,6.12,14.90,64.00,71.15,60.24,179.04,168.07,58.99,25.33,32.24,85.00,10.46,29.94,56.91,45.22,24.06,16.04,13.76,15.00,83.10,100.77,258.06,179.85,65.13,42.61,42.77,65.00,17.91,15.03,26.58,31.14,3.87,6.49,7.85,6.00,0,휴식 (Relax)
320.00,583.00,151.00,605.00,36.00,12.15,14.78,72.53,56.57,55.45,6.12,14.90,64.00,60.57,49.25,168.12,178.89,68.92,33.45,24.44,96.00,12.63,19.27,47.17,55.79,26.99,23.26,22.79,4.00,46.23,59.07,219.13,220.51,104.73,67.89,54.42,109.00,9.91,7.43,22.09,33.62,8.31,3.58,17.00,16.00,0,휴식 (Relax)
328.00,605.00,156.00,616.00,36.00,11.38,19.31,68.74,62.48,62.59,3.31,13.67,56.00,39.43,42.16,162.40,177.37,88.22,21.69,64.49,42.00,22.86,17.20,49.92,59.51,35.13,12.42,17.53,15.00,64.38,70.90,236.92,207.29,120.79,8.97,30.34,44.00,12.03,14.06,30.58,24.70,7.25,8.39,7.17,6.00,0,휴식 (Relax)
320.00,561.00,145.00,583.00,26.00,11.38,19.31,68.74,62.48,62.59,3.31,13.67,56.00,34.63,31.67,152.05,188.29,98.84,31.67,72.80,31.00,22.86,17.20,49.92,59.51,35.13,12.42,17.53,15.00,54.13,59.98,225.92,218.28,131.70,17.32,34.21,33.00,6.03,5.05,23.96,31.14,17.15,17.96,6.30,4.00,0,휴식 (Relax)
320.00,561.00,135.00,540.00,28.00,11.38,19.31,68.74,62.48,62.59,3.31,13.67,56.00,34.02,20.16,126.21,198.31,102.34,42.14,63.90,75.00,11.84,2.33,45.73,67.80,40.86,17.79,16.48,1.00,21.89,46.32,210.53,227.48,133.13,59.80,79.44,109.00,7.57,9.42,29.24,26.42,16.64,15.08,3.30,4.00,0,휴식 (Relax)
304.00,561.00,130.00,572.00,36.00,20.78,37.38,74.37,48.66,30.66,32.17,45.35,24.00,72.53,75.13,166.56,147.58,47.88,12.96,60.08,20.00,24.64,21.82,65.00,52.63,20.43,26.98,26.20,20.00,64.58,90.14,251.32,185.74,89.36,38.31,35.56,65.00,7.02,6.52,26.55,29.07,19.58,17.07,5.14,7.00,0,휴식 (Relax)
328.00,605.00,151.00,616.00,39.00,9.72,22.18,58.37,64.50,27.23,44.05,60.77,8.00,55.29,54.15,123.82,178.39,47.97,64.62,80.93,34.00,18.69,17.58,61.16,57.43,20.95,32.97,32.00,26.00,38.60,60.14,207.59,223.96,83.91,105.57,43.02,11.00,17.08,11.64,30.60,26.00,16.60,4.07,11.32,6.00,0,휴식 (Relax)
328.00,594.00,156.00,616.00,31.00,27.01,26.15,54.01,65.97,8.91,46.17,43.65,32.00,77.03,81.45,139.71,155.57,17.08,51.50,76.49,1.00,9.16,33.02,77.43,47.52,6.31,24.86,7.55,0.00,89.25,109.19,246.92,184.50,28.91,63.64,14.27,44.00,15.08,9.72,28.62,28.00,18.54,3.09,13.32,8.00,0,휴식 (Relax)
312.00,561.00,140.00,551.00,26.00,19.02,18.24,46.61,73.76,1.84,53.55,42.60,40.00,46.28,51.10,107.72,182.24,40.38,76.26,96.05,32.00,2.31,22.44,67.55,58.42,11.70,34.39,10.34,11.00,26.42,57.87,191.85,237.90,59.84,98.15,79.20,109.00,5.95,12.19,28.38,30.87,15.30,11.72,5.03,5.00,0,휴식 (Relax)
320.00,572.00,135.00,551.00,31.00,8.07,10.39,36.68,78.79,17.84,39.45,39.99,24.00,9.86,64.35,115.42,159.20,37.60,25.63,50.06,23.00,17.41,21.20,70.91,58.69,21.34,20.11,7.05,5.00,62.46,102.98,223.24,210.44,50.07,23.51,28.98,33.00,6.72,14.19,30.35,29.07,13.36,10.80,4.39,3.00,0,휴식 (Relax)
320.00,583.00,151.00,616.00,42.00,8.07,10.39,36.68,78.79,17.84,39.45,39.99,24.00,8.51,53.40,104.43,169.80,48.08,27.13,40.39,34.00,9.40,12.55,59.94,69.58,31.01,21.32,16.40,16.00,8.29,50.24,169.62,264.52,104.09,50.83,72.88,22.00,9.51,10.74,25.78,37.48,11.90,20.65,12.47,11.00,0,휴식 (Relax)
328.00,605.00,151.00,616.00,33.00,7.30,2.54,29.07,82.37,24.18,35.69,45.83,32.00,51.09,33.72,96.09,164.00,61.22,22.69,84.10,10.00,17.92,3.83,54.52,73.39,35.04,9.24,11.59,0.00,60.04,66.25,173.28,261.93,107.46,24.25,8.15,43.00,13.41,15.46,30.31,34.21,6.94,15.91,9.25,6.00,0,휴식 (Relax)
320.00,561.00,151.00,572.00,26.00,18.05,15.21,32.62,68.82,14.70,50.84,30.89,16.00,51.09,33.72,96.09,164.00,61.22,22.69,84.10,10.00,28.84,12.96,63.88,63.16,24.11,19.85,9.28,11.00,60.04,66.25,173.28,261.93,107.46,24.25,8.15,43.00,11.06,8.26,24.22,42.54,10.90,14.96,12.82,4.00,0,휴식 (Relax)
320.00,572.00,130.00,540.00,31.00,18.05,15.21,32.62,68.82,14.70,50.84,30.89,16.00,33.01,2.59,77.33,167.29,66.31,48.70,62.74,23.00,10.67,18.54,49.23,74.03,27.62,38.99,22.71,32.00,47.73,55.18,149.22,278.79,102.97,61.30,80.30,33.00,14.44,11.00,27.63,40.31,6.97,11.00,8.46,1.00,0,휴식 (Relax)
312.00,594.00,135.00,594.00,39.00,19.31,20.31,31.60,56.57,8.33,49.03,46.29,32.00,36.75,12.53,85.14,156.52,55.31,38.66,65.03,12.00,20.83,39.46,62.80,59.03,7.83,34.48,17.36,11.00,67.73,76.77,169.04,258.31,81.06,43.32,61.65,11.00,5.09,0.00,18.20,50.60,15.45,0.00,3.49,12.00,0,휴식 (Relax)
312.00,594.00,151.00,627.00,36.00,33.39,36.30,47.38,46.65,7.68,38.71,34.48,16.00,23.74,23.81,57.11,166.63,53.06,42.56,69.94,21.00,10.00,33.20,53.08,67.96,15.07,43.43,25.90,0.00,8.67,46.73,125.27,295.63,80.71,86.08,69.52,65.00,4.74,8.00,21.85,48.66,11.15,8.00,6.90,4.00,0,휴식 (Relax)
336.00,605.00,156.00,605.00,28.00,6.69,28.46,44.00,24.00,43.73,9.27,44.66,24.00,54.53,75.91,89.47,118.98,8.02,16.94,88.51,33.00,16.14,48.03,62.33,58.05,16.75,19.22,3.66,26.00,73.63,108.48,177.62,246.07,17.08,28.57,32.14,0.00,4.74,8.00,21.85,48.66,11.15,8.00,6.90,4.00,0,휴식 (Relax)
320.00,561.00,135.00,551.00,31.00,6.69,28.46,44.00,24.00,43.73,9.27,44.66,24.00,42.95,65.21,71.25,132.46,15.93,28.81,108.17,55.00,4.96,32.08,46.66,73.82,31.29,22.24,15.34,42.00,32.07,69.94,139.05,286.81,57.58,63.41,54.35,54.00,6.40,9.43,21.73,48.09,7.17,9.43,2.73,9.00,0,휴식 (Relax)
304.00,572.00,135.00,561.00,33.00,19.10,13.69,40.88,33.94,64.74,33.05,20.71,0.00,55.31,84.23,86.52,110.00,35.01,40.23,75.18,22.00,23.85,24.86,48.07,73.68,36.16,4.90,12.37,21.00,62.34,98.47,172.71,257.19,47.88,20.62,52.19,1.00,9.21,12.38,24.61,45.10,6.47,6.55,4.43,6.00,0,휴식 (Relax)
320.00,605.00,145.00,627.00,39.00,19.10,13.69,40.88,33.94,64.74,33.05,20.71,0.00,26.69,40.23,45.57,147.58,74.17,84.23,37.28,22.00,23.85,24.86,48.07,73.68,36.16,4.90,12.37,21.00,19.89,54.49,133.27,296.89,91.88,57.28,90.89,45.00,3.94,7.68,19.57,46.10,7.39,7.68,15.71,7.00,0,휴식 (Relax)
328.00,627.00,151.00,627.00,36.00,13.11,5.74,36.76,40.00,68.11,33.45,27.38,8.00,56.31,47.11,84.96,132.00,95.24,59.90,87.42,44.00,14.02,8.88,42.82,77.49,35.67,20.86,3.64,37.00,67.20,64.13,168.68,273.88,99.36,44.31,4.63,42.00,11.90,15.37,26.87,38.33,10.54,3.14,10.44,1.00,0,휴식 (Relax)
320.00,583.00,145.00,572.00,26.00,17.79,11.79,48.90,32.98,52.20,22.38,21.33,8.00,73.32,68.97,103.69,110.00,74.42,44.93,73.75,22.00,21.83,11.45,56.13,63.56,21.17,15.26,11.87,22.00,67.20,64.13,168.68,273.88,99.36,44.31,4.63,42.00,5.19,8.98,21.37,42.06,20.13,12.86,13.98,11.00,0,휴식 (Relax)
328.00,551.00,140.00,551.00,26.00,17.79,11.79,48.90,32.98,52.20,22.38,21.33,8.00,62.22,54.05,121.66,122.54,91.13,13.53,83.90,32.00,11.76,1.79,48.79,68.80,16.08,24.55,22.69,11.00,52.15,55.93,173.75,273.99,105.13,53.08,66.06,23.00,15.15,18.85,31.88,31.24,21.85,8.52,6.07,2.00,0,휴식 (Relax)
320.00,583.00,140.00,594.00,39.00,9.79,12.25,51.02,32.00,46.15,29.56,17.08,0.00,69.06,63.43,132.53,112.77,80.43,17.04,75.48,21.00,4.92,17.08,58.51,55.97,9.29,11.05,11.92,27.00,69.16,77.11,195.59,252.17,83.13,31.11,47.39,1.00,7.17,11.65,26.16,36.88,29.85,16.13,8.35,10.00,0,휴식 (Relax)
312.00,605.00,151.00,616.00,36.00,9.79,12.25,51.02,32.00,46.15,29.56,17.08,0.00,34.83,24.52,129.32,139.30,86.13,60.93,37.42,23.00,8.55,11.19,48.44,63.78,6.94,16.33,16.87,38.00,13.14,40.49,173.76,268.52,84.72,50.44,58.93,64.00,5.11,13.74,32.04,31.30,27.95,9.33,10.09,0.00,0,휴식 (Relax)
336.00,616.00,151.00,616.00,31.00,23.99,6.63,46.50,35.78,48.56,38.63,32.38,16.00,25.62,50.92,171.89,112.38,42.13,41.49,79.97,21.00,24.54,24.15,51.98,54.59,20.75,0.82,6.41,22.00,58.35,97.61,231.34,209.35,19.82,22.49,24.52,1.00,5.11,13.74,32.04,31.30,27.95,9.33,10.09,0.00,0,휴식 (Relax)
312.00,551.00,140.00,540.00,26.00,18.48,1.37,39.74,43.08,42.81,46.63,40.28,24.00,35.35,22.08,155.66,141.16,41.91,67.78,111.43,53.00,14.86,14.61,40.98,64.47,28.90,11.34,10.78,11.00,41.80,46.52,184.22,253.97,73.13,98.46,80.92,77.00,10.90,8.93,35.49,28.07,19.85,8.27,5.98,16.00,0,휴식 (Relax)
312.00,561.00,135.00,551.00,33.00,21.67,17.00,27.55,51.22,58.11,37.08,27.76,8.00,77.93,47.51,187.96,130.46,2.12,29.81,77.39,9.00,15.39,20.56,37.54,59.84,35.76,10.56,13.52,27.00,103.97,97.96,229.98,211.37,61.41,70.65,52.24,12.00,10.90,8.93,35.49,28.07,19.85,8.27,5.98,16.00,0,휴식 (Relax)
320.00,605.00,151.00,638.00,39.00,21.67,17.00,27.55,51.22,58.11,37.08,27.76,8.00,36.35,14.28,151.23,174.35,44.52,54.24,75.73,35.00,15.39,20.56,37.54,59.84,35.76,10.56,13.52,27.00,41.71,43.60,174.72,268.33,127.36,124.86,100.49,54.00,9.18,7.04,33.47,31.76,11.42,18.23,10.44,3.00,0,휴식 (Relax)
336.00,627.00,151.00,616.00,33.00,6.77,24.00,11.70,62.48,72.36,24.00,31.34,24.00,42.65,65.05,173.98,179.48,57.84,11.16,61.10,20.00,6.66,15.91,26.88,60.02,39.10,15.46,7.54,6.00,61.25,93.68,209.03,244.00,118.82,59.57,25.82,22.00,10.90,9.04,35.35,30.02,10.00,16.38,8.44,5.00,0,휴식 (Relax)
312.00,561.00,145.00,561.00,26.00,6.77,24.00,11.70,62.48,72.36,24.00,31.34,24.00,15.61,42.60,141.67,211.62,89.42,42.60,62.16,53.00,15.17,25.50,35.53,50.22,29.11,6.48,3.52,16.00,29.47,63.04,177.21,276.52,151.37,68.70,7.20,55.00,2.33,9.73,28.37,38.21,4.80,16.77,5.53,18.00,0,휴식 (Relax)
320.00,551.00,140.00,561.00,28.00,1.44,30.19,18.93,56.57,69.90,19.20,29.96,32.00,32.47,68.74,141.05,224.54,92.94,26.67,78.72,10.00,10.18,17.20,28.28,53.71,27.50,12.42,14.43,27.00,36.53,75.72,182.75,273.89,130.38,17.89,59.22,11.00,9.76,17.73,34.54,33.29,4.18,9.68,2.52,10.00,0,휴식 (Relax)
320.00,583.00,140.00,583.00,36.00,14.57,31.41,14.45,46.65,54.09,28.38,27.38,48.00,51.27,90.55,162.44,204.44,71.02,11.87,60.51,32.00,21.83,24.86,39.56,39.66,13.55,4.90,5.20,11.00,57.45,97.58,204.59,251.96,111.37,37.03,39.33,11.00,5.24,13.40,28.11,40.25,11.57,2.08,10.23,2.00,0,휴식 (Relax)
320.00,605.00,145.00,627.00,36.00,14.57,31.41,14.45,46.65,54.09,28.38,27.38,48.00,38.31,71.96,141.77,226.68,63.47,35.02,22.55,76.00,11.86,14.87,31.44,45.97,6.08,14.87,14.35,1.00,45.56,61.89,180.48,269.45,65.08,110.59,61.71,87.00,8.38,16.22,30.08,38.28,11.82,5.57,6.40,7.00,0,휴식 (Relax)
328.00,616.00,151.00,616.00,31.00,17.28,11.79,20.50,40.00,44.85,22.38,46.19,24.00,73.31,103.72,176.56,192.46,22.86,38.14,64.57,32.00,5.71,12.53,39.49,36.24,12.47,12.53,2.86,17.00,97.92,108.23,229.82,219.13,38.80,89.33,10.96,32.00,6.46,14.22,28.09,40.16,13.80,6.62,6.21,9.00,0,휴식 (Relax)
312.00,551.00,140.00,551.00,28.00,9.74,12.25,14.22,48.00,37.12,29.56,54.16,16.00,19.52,51.55,135.46,232.61,35.71,92.06,117.86,22.00,1.44,7.86,34.78,40.72,13.62,17.38,7.64,22.00,27.06,46.58,183.51,262.09,44.74,148.60,67.21,44.00,4.60,9.42,27.02,38.05,12.85,13.39,9.97,2.00,0,휴식 (Relax)
312.00,561.00,140.00,551.00,31.00,6.31,16.00,25.48,50.60,48.77,16.00,39.24,32.00,47.16,65.46,173.85,199.62,50.71,62.79,68.45,44.00,10.03,4.31,36.20,37.48,22.66,10.17,3.90,11.00,68.60,97.58,238.66,211.37,88.35,78.86,35.39,32.00,9.51,13.52,31.85,33.06,7.86,8.68,8.33,3.00,0,휴식 (Relax)
320.00,594.00,151.00,605.00,36.00,6.31,16.00,25.48,50.60,48.77,16.00,39.24,32.00,36.80,54.46,163.74,209.86,60.05,70.85,67.42,55.00,5.54,1.91,30.25,43.42,27.43,13.80,9.90,5.00,35.63,66.79,210.96,239.27,116.39,78.72,64.34,65.00,5.07,4.87,27.13,33.96,9.52,10.69,14.96,13.00,0,휴식 (Relax)
320.00,605.00,151.00,627.00,36.00,12.94,11.79,24.71,48.66,40.88,22.38,37.29,40.00,38.10,40.28,173.74,197.12,85.22,17.77,68.99,1.00,11.59,12.80,26.50,43.29,31.42,2.87,4.05,16.00,46.60,82.95,239.56,211.62,144.16,44.20,11.90,11.00,13.96,11.70,35.23,24.35,3.43,1.06,5.34,3.00,0,휴식 (Relax)
328.00,572.00,145.00,561.00,26.00,9.19,19.20,32.08,40.79,37.16,30.19,40.02,48.00,28.06,30.54,162.76,208.06,95.44,16.71,70.30,10.00,16.57,16.56,30.88,38.33,26.48,6.92,3.31,11.00,13.75,50.11,206.96,244.00,176.37,38.79,44.71,44.00,1.91,4.60,25.99,31.14,16.43,11.95,7.69,10.00,0,휴식 (Relax)
312.00,551.00,140.00,551.00,26.00,9.19,19.20,32.08,40.79,37.16,30.19,40.02,48.00,26.24,25.15,147.68,209.61,107.99,40.74,96.59,44.00,7.06,18.25,23.67,41.23,26.39,15.20,12.22,0.00,53.96,39.69,202.67,240.92,175.77,91.05,31.38,21.00,10.05,14.44,32.37,24.70,15.46,8.69,4.50,0.00,0,휴식 (Relax)
304.00,561.00,130.00,551.00,33.00,27.38,32.10,54.09,11.31,14.45,47.93,14.57,16.00,79.03,77.90,197.64,155.54,53.50,47.68,50.79,11.00,19.81,38.74,39.82,23.35,7.02,21.19,13.59,21.00,118.01,104.59,265.48,176.26,113.14,40.72,35.78,44.00,8.10,12.95,30.55,26.42,17.44,10.41,6.38,2.00,0,휴식 (Relax)
320.00,594.00,151.00,627.00,36.00,21.63,24.27,47.75,17.89,21.67,55.89,10.48,8.00,48.06,63.17,170.82,169.94,61.65,90.67,22.18,54.00,8.84,30.60,31.99,31.91,5.21,32.18,24.48,32.00,59.61,72.03,226.34,205.64,84.90,106.82,117.80,131.00,6.01,16.33,32.70,23.19,14.99,3.05,3.70,8.00,0,휴식 (Relax)
336.00,605.00,156.00,627.00,31.00,27.39,23.58,59.72,22.63,18.33,44.77,31.30,32.00,60.59,98.42,199.00,132.06,19.54,66.79,58.26,10.00,13.93,38.24,45.93,27.29,17.15,23.49,7.37,11.00,102.00,140.52,288.88,146.51,22.54,48.20,67.86,55.00,4.43,14.35,30.70,25.18,16.90,4.70,5.66,10.00,0,휴식 (Relax)
328.00,561.00,140.00,551.00,24.00,34.72,31.34,67.37,17.89,10.46,41.30,23.37,24.00,30.94,57.72,159.20,161.44,50.53,95.16,102.22,34.00,3.10,27.39,36.80,38.21,24.92,31.97,13.54,0.00,26.04,74.60,226.07,218.69,64.67,111.82,112.82,32.00,11.05,9.21,28.18,27.73,13.86,10.64,10.57,5.00,0,휴식 (Relax)
312.00,561.00,135.00,561.00,33.00,10.75,17.13,68.87,40.79,24.65,21.78,12.89,0.00,52.33,75.20,178.51,127.14,46.81,30.42,50.09,32.00,13.93,16.67,43.96,42.94,32.44,16.67,3.63,16.00,38.45,103.09,256.87,199.90,69.00,63.49,61.11,23.00,11.05,9.21,28.18,27.73,13.86,10.64,10.57,5.00,0,휴식 (Relax)
312.00,605.00,140.00,616.00,42.00,10.75,17.13,68.87,40.79,24.65,21.78,12.89,0.00,41.27,31.32,134.73,169.29,89.72,41.56,60.45,76.00,18.83,19.05,48.83,38.59,27.76,19.05,4.77,11.00,40.74,48.09,204.84,253.84,123.84,79.34,7.86,78.00,13.04,8.23,21.74,37.54,15.81,17.95,8.46,11.00,0,휴식 (Relax)
328.00,605.00,151.00,627.00,33.00,17.00,9.27,65.07,48.66,28.42,28.46,6.76,8.00,85.40,35.34,130.72,164.44,93.44,12.76,32.25,22.00,11.24,8.42,48.15,45.28,29.83,20.33,15.55,0.00,104.92,47.58,213.84,250.97,119.60,16.50,73.48,12.00,17.80,13.04,26.26,34.41,11.08,13.04,3.84,6.00,0,휴식 (Relax)
320.00,583.00,140.00,561.00,26.00,17.00,9.27,65.07,48.66,28.42,28.46,6.76,8.00,85.40,35.34,130.72,164.44,93.44,12.76,32.25,22.00,11.24,8.42,48.15,45.28,29.83,20.33,15.55,0.00,83.76,25.60,191.97,272.89,141.29,5.73,94.40,10.00,7.99,11.40,20.40,42.94,14.98,11.40,6.28,4.00,0,휴식 (Relax)
312.00,551.00,140.00,551.00,28.00,16.71,13.69,57.60,56.57,28.23,33.05,14.65,0.00,40.91,45.39,106.85,176.78,86.73,52.98,78.71,76.00,10.68,11.32,44.95,48.84,28.21,25.02,12.06,5.00,55.64,59.43,168.86,289.12,120.83,71.13,58.57,66.00,5.38,18.77,26.46,39.85,7.93,5.97,3.99,4.00,0,휴식 (Relax)
304.00,561.00,135.00,572.00,33.00,36.13,28.46,62.34,58.24,8.29,9.27,10.75,24.00,59.29,100.32,154.63,127.42,34.86,29.23,24.20,21.00,16.68,19.85,54.78,39.81,18.10,12.96,22.21,11.00,88.61,100.36,208.67,248.17,81.38,48.90,56.90,22.00,4.30,17.02,24.81,41.76,8.73,4.27,5.83,6.00,0,휴식 (Relax)
320.00,605.00,145.00,616.00,36.00,28.13,27.31,54.34,65.97,0.29,4.69,18.75,32.00,19.63,74.80,121.17,162.11,33.16,81.36,37.37,33.00,14.87,19.59,50.19,44.38,13.10,15.11,25.46,16.00,26.09,89.63,169.07,280.27,46.71,101.39,84.78,43.00,5.85,16.91,27.70,40.20,1.30,12.25,2.22,2.00,0,휴식 (Relax)
328.00,605.00,151.00,638.00,33.00,14.68,40.25,50.43,71.55,16.11,13.11,7.30,16.00,38.77,105.85,152.58,136.47,21.95,52.63,6.63,11.00,19.99,28.84,51.76,41.44,20.24,4.75,23.58,5.00,61.21,168.83,233.19,215.52,48.55,38.31,91.83,44.00,7.21,18.63,29.69,38.21,1.60,10.99,0.52,0.00,0,휴식 (Relax)
320.00,561.00,140.00,540.00,28.00,14.68,40.25,50.43,71.55,16.11,13.11,7.30,16.00,30.21,73.45,124.80,166.23,54.11,71.28,39.20,44.00,10.99,18.75,40.90,52.35,20.61,6.36,30.03,6.00,28.15,115.27,181.99,268.08,80.41,92.17,150.18,109.00,8.04,11.17,28.49,38.21,7.66,14.67,8.05,8.00,0,휴식 (Relax)
296.00,561.00,130.00,540.00,31.00,27.66,35.62,35.39,85.04,37.30,30.12,20.75,40.00,66.69,62.63,142.07,154.43,60.71,27.31,19.48,0.00,12.22,24.14,34.35,54.12,39.10,16.48,13.34,15.00,108.13,141.74,228.63,234.31,132.55,38.97,63.37,22.00,12.59,10.78,33.15,33.24,8.31,9.68,3.69,3.00,0,휴식 (Relax)
320.00,605.00,151.00,616.00,39.00,32.95,42.26,41.23,79.20,32.74,22.77,15.42,32.00,33.71,43.05,109.60,187.18,93.51,25.24,49.46,33.00,9.17,18.15,29.00,59.91,43.37,21.83,9.29,21.00,55.33,87.93,177.82,288.11,181.71,88.47,30.17,33.00,0.85,7.68,26.23,37.12,21.30,8.55,12.06,10.00,0,휴식 (Relax)
320.00,594.00,156.00,627.00,33.00,30.54,34.55,34.40,85.04,38.22,21.68,16.23,24.00,18.95,18.49,110.03,187.30,90.45,18.49,8.95,10.00,19.39,11.96,19.12,65.76,50.96,21.70,24.04,5.00,54.16,43.71,197.23,283.85,196.90,42.33,70.96,43.00,7.70,9.35,31.70,31.06,19.84,1.60,5.15,3.00,0,휴식 (Relax)
328.00,583.00,140.00,572.00,26.00,42.56,31.65,45.91,71.55,19.43,16.67,17.65,48.00,39.87,19.65,131.72,165.47,69.19,19.65,26.40,12.00,29.36,20.97,27.26,57.14,41.33,13.19,14.24,15.00,73.82,60.34,218.19,262.92,175.90,32.05,58.32,22.00,2.48,12.50,26.10,35.38,26.36,5.64,4.23,4.00,0,휴식 (Relax)
328.00,551.00,140.00,551.00,28.00,50.07,38.77,53.48,64.50,16.28,20.42,16.01,40.00,8.07,49.51,115.33,176.41,53.34,62.54,65.25,55.00,19.29,12.11,19.89,63.78,41.82,2.30,8.69,26.00,6.90,22.72,205.70,279.73,162.96,51.30,90.27,54.00,8.99,20.49,29.67,30.00,21.97,4.90,4.51,4.00,0,휴식 (Relax)
312.00,583.00,145.00,583.00,33.00,26.17,18.37,56.64,56.57,8.72,44.35,33.93,16.00,28.68,70.41,133.88,156.17,34.34,48.71,49.77,33.00,15.23,17.02,27.85,55.97,31.17,12.18,11.37,15.00,49.00,66.66,247.13,239.01,122.29,50.76,50.05,10.00,7.01,19.09,27.71,31.62,23.37,6.90,6.09,6.00,0,휴식 (Relax)
320.00,594.00,156.00,627.00,33.00,19.65,20.42,64.63,48.66,11.82,38.77,25.94,24.00,7.82,61.11,109.62,172.53,16.87,65.74,52.74,0.00,18.10,1.02,16.70,68.80,24.44,25.08,22.81,1.00,32.25,57.25,206.21,278.93,82.39,124.89,28.15,66.00,4.77,21.45,27.52,27.51,15.55,6.46,7.37,3.00,0,휴식 (Relax)
344.00,616.00,156.00,627.00,31.00,44.26,14.31,58.87,53.67,43.30,52.34,11.14,56.00,62.00,106.54,142.39,131.05,38.70,10.76,40.32,55.00,31.04,20.25,34.32,60.17,12.66,26.11,18.61,20.00,98.22,122.46,256.12,231.04,45.57,82.36,48.32,0.00,3.14,19.56,25.58,29.41,16.18,8.45,9.27,5.00,0,휴식 (Relax)
328.00,572.00,135.00,551.00,28.00,56.55,24.45,74.27,40.00,41.50,36.36,7.67,40.00,32.66,76.43,112.93,157.26,57.77,25.97,53.17,88.00,28.61,16.95,31.05,65.00,8.28,30.90,22.29,25.00,44.57,82.72,203.72,283.24,26.53,121.69,113.32,65.00,11.17,9.17,20.25,28.44,2.19,9.48,4.93,9.00,0,휴식 (Relax)
312.00,551.00,130.00,551.00,33.00,49.63,26.53,66.03,51.22,56.93,26.53,20.79,24.00,47.62,80.36,131.62,135.09,90.05,33.73,62.81,34.00,34.80,29.12,45.35,63.20,28.43,16.37,5.98,4.00,78.35,132.84,239.38,250.79,85.43,46.69,52.06,11.00,11.17,9.17,20.25,28.44,2.19,9.48,4.93,9.00,0,휴식 (Relax)
