a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,label,action_name
312.00,594.00,151.00,627.00,39.00,50.94,34.17,71.65,46.65,52.69,24.99,15.71,32.00,37.06,70.20,120.78,145.78,99.76,44.06,72.46,23.00,26.23,18.38,36.39,74.17,32.85,23.15,9.84,7.00,18.53,68.88,176.02,314.33,137.60,58.87,75.94,77.00,10.59,5.87,13.28,33.29,11.79,10.66,9.19,4.00,0,휴식 (Relax)
328.00,605.00,151.00,605.00,33.00,43.39,21.78,57.48,60.93,63.99,17.13,21.14,48.00,17.22,27.51,121.29,143.54,116.78,51.55,18.98,77.00,16.71,16.20,41.08,75.71,40.14,12.22,9.72,4.00,39.40,67.17,180.96,305.79,152.82,5.10,31.10,23.00,15.04,8.12,17.68,29.21,11.63,5.66,4.25,1.00,0,휴식 (Relax)
312.00,583.00,140.00,561.00,26.00,38.54,24.00,59.21,58.24,57.03,24.00,14.30,40.00,38.94,40.68,143.05,121.82,95.11,29.66,40.90,55.00,11.98,20.39,46.01,70.83,35.67,15.69,6.22,1.00,31.28,57.23,170.10,316.76,163.79,9.82,22.73,12.00,8.04,10.80,13.45,33.97,18.54,4.83,4.33,8.00,0,휴식 (Relax)
320.00,561.00,145.00,551.00,28.00,38.54,24.00,59.21,58.24,57.03,24.00,14.30,40.00,21.07,5.27,126.76,136.47,96.62,27.32,82.78,11.00,11.98,20.39,46.01,70.83,35.67,15.69,6.22,1.00,62.47,19.98,146.76,318.91,155.45,55.70,85.97,77.00,3.13,18.79,19.68,29.15,16.12,3.30,3.88,0.00,0,휴식 (Relax)
320.00,583.00,145.00,594.00,36.00,46.39,17.13,55.81,56.57,49.29,21.78,22.27,48.00,40.51,27.27,145.28,117.60,74.85,5.53,65.94,33.00,17.68,18.25,50.98,65.00,29.97,20.02,12.11,5.00,106.33,63.58,185.52,275.38,114.44,37.35,45.23,33.00,2.92,16.72,17.37,31.76,18.84,5.53,6.54,3.00,0,휴식 (Relax)
320.00,616.00,151.00,627.00,36.00,46.39,17.13,55.81,56.57,49.29,21.78,22.27,48.00,14.71,40.31,106.84,154.93,65.32,52.72,68.56,88.00,11.18,15.41,42.48,68.54,24.01,30.96,22.92,16.00,37.29,56.81,135.10,301.47,77.49,117.76,70.32,54.00,8.69,19.13,21.48,28.86,14.30,8.48,5.52,5.00,0,휴식 (Relax)
328.00,583.00,151.00,594.00,28.00,27.20,25.60,29.39,60.93,43.68,10.61,24.17,16.00,36.45,61.70,120.23,142.04,43.72,38.43,53.89,66.00,24.94,16.01,53.83,49.93,17.37,23.70,11.59,5.00,66.32,110.80,177.97,253.82,32.86,78.20,18.80,0.00,6.77,16.26,18.65,31.78,16.57,11.47,8.22,8.00,0,휴식 (Relax)
328.00,561.00,140.00,561.00,31.00,29.60,28.46,33.76,53.67,50.59,9.27,16.99,24.00,20.86,51.92,80.02,180.75,39.91,65.94,30.06,22.00,13.98,19.71,43.68,56.64,10.60,32.67,19.40,16.00,16.73,80.86,137.12,285.92,23.84,103.17,36.81,55.00,9.73,9.79,20.10,31.02,10.46,8.72,0.34,0.00,0,휴식 (Relax)
304.00,572.00,135.00,561.00,31.00,20.81,36.36,18.98,62.48,63.74,24.45,2.77,40.00,41.11,71.14,85.62,172.66,18.09,44.53,43.86,44.00,8.40,40.58,49.36,43.42,31.57,13.68,3.61,5.00,52.38,125.61,176.92,239.43,54.22,37.47,37.98,11.00,11.61,10.10,22.10,29.02,9.61,7.35,2.12,2.00,0,휴식 (Relax)
328.00,605.00,151.00,616.00,36.00,20.81,36.36,18.98,62.48,63.74,24.45,2.77,40.00,19.41,51.12,63.62,193.68,25.52,39.08,65.27,66.00,2.68,33.00,38.42,53.31,37.46,16.82,12.06,16.00,27.75,82.65,137.77,274.85,89.98,25.90,81.90,55.00,1.86,5.28,20.38,31.02,0.59,2.85,11.86,12.00,0,휴식 (Relax)
328.00,594.00,151.00,627.00,36.00,20.81,36.36,18.98,62.48,63.74,24.45,2.77,40.00,29.70,57.13,61.18,186.32,22.09,31.01,24.72,23.00,13.29,36.21,37.01,50.01,43.67,6.21,7.90,5.00,90.00,80.06,166.98,241.28,121.67,51.12,28.22,21.00,7.10,6.97,28.08,23.71,8.27,7.17,6.08,4.00,0,휴식 (Relax)
320.00,572.00,140.00,551.00,24.00,28.78,36.72,15.52,56.57,59.26,21.06,5.26,48.00,18.70,46.56,50.24,197.31,31.32,29.87,20.43,12.00,9.25,31.54,32.41,54.92,48.45,2.24,11.53,0.00,58.25,50.85,135.96,271.84,152.14,75.29,49.58,53.00,2.36,10.95,23.93,29.00,14.67,15.81,10.71,5.00,0,휴식 (Relax)
312.00,561.00,135.00,530.00,28.00,21.32,30.63,10.12,62.48,64.34,14.63,12.94,56.00,17.16,22.89,44.72,198.22,47.24,57.11,34.62,45.00,19.33,14.56,22.20,55.11,50.65,20.25,9.98,21.00,56.31,49.37,157.56,261.84,170.67,108.77,48.83,44.00,7.34,15.94,27.91,25.61,16.13,13.64,5.91,0.00,0,휴식 (Relax)
320.00,583.00,151.00,616.00,39.00,18.31,6.63,13.95,50.60,42.54,38.63,14.85,32.00,50.15,47.06,77.34,165.47,22.83,29.08,32.59,12.00,24.33,16.27,26.66,50.22,45.67,17.53,6.62,16.00,67.17,59.13,168.45,250.88,159.72,97.78,39.97,33.00,2.68,12.25,21.69,32.25,24.12,18.81,2.09,8.00,0,휴식 (Relax)
320.00,616.00,145.00,627.00,36.00,25.22,5.74,18.88,43.08,42.14,33.45,6.93,40.00,18.92,14.94,67.87,176.78,61.90,53.26,71.80,32.00,15.28,7.26,20.54,53.31,42.01,22.79,11.48,6.00,19.43,78.59,166.51,268.16,155.60,73.22,68.13,43.00,10.11,17.94,25.86,29.12,22.62,10.87,6.11,0.00,0,휴식 (Relax)
320.00,583.00,151.00,594.00,31.00,17.23,2.54,22.79,40.79,35.05,35.69,1.74,48.00,41.14,43.53,98.91,147.58,49.10,22.92,40.03,0.00,17.47,13.80,37.66,35.00,28.47,1.91,10.11,27.00,60.13,121.59,208.90,228.60,113.81,46.60,26.56,0.00,8.17,15.97,23.95,31.05,24.47,9.84,8.06,2.00,0,휴식 (Relax)
320.00,561.00,135.00,530.00,26.00,9.96,9.27,30.56,32.98,41.73,28.46,6.46,40.00,8.51,22.47,84.90,165.00,79.46,34.49,21.05,33.00,6.87,10.89,28.12,46.40,12.52,14.26,24.85,43.00,40.27,86.74,179.20,283.70,92.93,58.46,70.45,97.00,8.18,13.95,26.38,30.41,18.03,13.54,7.76,11.00,0,휴식 (Relax)
304.00,561.00,130.00,561.00,36.00,30.77,20.91,35.19,35.78,45.23,8.66,29.82,16.00,35.50,59.38,122.64,132.46,61.00,10.19,41.93,11.00,19.38,31.70,45.15,37.66,27.22,14.10,14.85,22.00,84.21,124.51,219.59,253.39,49.40,56.42,34.56,53.00,5.33,11.38,23.38,33.38,20.55,13.95,10.71,14.00,0,휴식 (Relax)
320.00,605.00,151.00,627.00,39.00,24.95,13.86,27.31,43.08,40.14,13.86,37.05,8.00,17.12,40.91,107.41,149.62,80.88,31.44,58.39,33.00,13.33,24.41,37.47,48.51,28.68,25.10,22.09,11.00,36.48,66.30,180.67,306.87,56.11,119.54,66.36,13.00,7.67,2.73,22.64,37.59,12.81,23.46,3.54,1.00,0,휴식 (Relax)
336.00,616.00,156.00,627.00,31.00,25.09,19.31,28.91,51.22,55.85,3.31,28.14,24.00,52.48,65.91,141.66,125.42,57.88,44.14,53.55,22.00,18.32,28.88,43.86,48.17,37.66,19.24,11.76,22.00,87.42,95.97,236.34,274.17,30.71,70.12,13.62,63.00,10.50,5.73,25.60,34.99,10.61,20.57,1.30,4.00,0,휴식 (Relax)
320.00,572.00,135.00,551.00,26.00,25.09,19.31,28.91,51.22,55.85,3.31,28.14,24.00,41.52,55.00,131.81,136.06,68.08,55.00,62.10,33.00,10.01,19.14,34.57,58.14,46.01,25.25,2.04,32.00,44.48,53.00,200.85,315.24,71.67,96.64,50.53,106.00,6.86,7.03,22.23,41.04,3.54,18.07,9.29,14.00,0,휴식 (Relax)
312.00,561.00,145.00,561.00,31.00,18.23,14.78,26.80,56.57,62.51,6.12,25.95,16.00,26.78,49.19,147.11,133.82,50.79,49.19,15.19,22.00,5.21,14.18,35.30,58.86,47.14,19.26,8.02,26.00,27.68,49.66,227.25,303.73,87.56,31.14,39.33,40.00,10.69,11.98,26.66,37.54,2.20,14.92,5.48,9.00,0,휴식 (Relax)
312.00,594.00,135.00,605.00,42.00,4.83,25.60,41.47,46.65,50.44,10.61,36.67,32.00,17.35,38.91,136.14,144.68,61.57,59.73,11.01,33.00,11.86,20.56,51.11,43.17,31.38,32.33,8.88,42.00,16.86,38.77,216.39,314.70,98.27,26.88,49.36,29.00,3.71,11.42,18.88,48.88,13.57,3.41,13.91,5.00,0,휴식 (Relax)
312.00,616.00,140.00,627.00,39.00,13.23,41.36,53.37,33.94,46.25,9.02,21.65,16.00,38.72,23.56,130.25,162.41,56.11,29.95,59.63,22.00,11.86,20.56,51.11,43.17,31.38,32.33,8.88,42.00,49.42,41.27,211.47,317.21,108.46,56.24,16.67,95.00,10.92,19.35,25.54,45.31,14.05,10.94,5.91,3.00,0,휴식 (Relax)
328.00,572.00,151.00,583.00,24.00,15.86,32.98,63.36,24.00,24.27,32.98,2.85,8.00,38.72,23.56,130.25,162.41,56.11,29.95,59.63,22.00,14.02,15.04,62.19,27.86,26.34,41.88,9.07,26.00,70.55,62.97,232.51,295.45,86.54,52.43,8.37,73.00,6.74,14.59,20.60,51.87,21.05,17.18,2.70,10.00,0,휴식 (Relax)
320.00,561.00,135.00,540.00,28.00,8.04,28.11,55.58,32.00,18.22,38.91,9.91,16.00,36.87,35.20,107.99,187.32,56.66,14.58,34.53,22.00,6.40,10.12,48.46,36.77,12.59,57.88,25.06,10.00,45.54,62.75,194.25,316.08,96.98,119.70,83.96,3.00,11.09,18.01,25.46,49.82,19.22,15.74,5.92,2.00,0,휴식 (Relax)
312.00,561.00,135.00,572.00,36.00,8.04,13.11,55.58,35.78,18.22,40.25,9.91,0.00,66.84,67.78,133.95,163.53,23.68,22.08,41.40,11.00,17.93,15.58,54.35,27.86,28.10,48.10,11.63,26.00,93.61,117.47,237.22,266.10,43.50,75.35,37.84,52.00,11.09,18.01,25.46,49.82,19.22,15.74,5.92,2.00,0,휴식 (Relax)
320.00,605.00,145.00,627.00,36.00,8.04,13.11,55.58,35.78,18.22,40.25,9.91,0.00,34.05,53.89,108.16,189.25,33.47,53.89,58.70,44.00,14.69,15.72,49.39,32.57,29.64,49.59,11.24,31.00,18.20,77.79,178.58,308.18,86.11,109.11,74.97,128.00,1.84,11.19,28.15,49.09,13.32,3.85,10.33,14.00,0,휴식 (Relax)
328.00,605.00,156.00,616.00,28.00,11.05,25.30,47.77,45.25,33.76,25.30,6.39,16.00,23.27,87.05,130.72,167.55,20.10,45.85,57.11,0.00,23.28,35.12,48.55,32.89,46.89,31.78,18.06,10.00,72.71,145.61,227.79,248.21,54.87,23.22,14.32,42.00,1.84,11.19,28.15,49.09,13.32,3.85,10.33,14.00,0,휴식 (Relax)
336.00,561.00,140.00,561.00,31.00,27.02,33.94,60.36,35.78,34.11,33.94,9.73,0.00,10.81,66.00,109.88,187.97,41.39,66.00,73.87,22.00,13.04,26.24,37.88,43.42,55.67,20.83,26.00,1.00,23.11,95.39,177.93,293.78,109.81,44.40,63.58,13.00,6.21,3.74,26.54,50.22,8.35,7.88,3.38,6.00,0,휴식 (Relax)
304.00,561.00,130.00,551.00,31.00,13.26,37.52,48.02,50.60,50.02,37.52,25.47,16.00,53.17,65.21,121.08,176.34,61.30,28.81,23.10,33.00,2.54,29.68,30.88,49.40,60.35,32.42,21.85,14.00,71.34,105.59,200.62,262.92,104.45,37.97,42.09,63.00,10.93,1.37,31.12,45.35,5.68,8.01,6.63,11.00,0,휴식 (Relax)
320.00,594.00,145.00,605.00,36.00,13.26,37.52,48.02,50.60,50.02,37.52,25.47,16.00,44.46,55.08,110.10,187.32,71.33,36.36,13.21,44.00,7.63,35.46,35.77,44.41,54.36,31.40,20.08,8.00,60.38,95.05,189.68,273.48,115.41,48.43,51.56,74.00,7.55,3.80,27.86,46.82,1.14,12.71,10.47,16.00,0,휴식 (Relax)
320.00,616.00,145.00,627.00,36.00,13.26,37.52,48.02,50.60,50.02,37.52,25.47,16.00,53.61,19.05,105.05,192.11,89.95,19.05,67.95,11.00,6.30,27.36,28.16,50.91,51.87,38.67,17.11,2.00,52.26,45.49,186.80,263.92,111.28,84.72,45.84,23.00,11.75,13.26,34.06,37.58,11.13,6.33,9.07,6.00,0,휴식 (Relax)
320.00,561.00,151.00,572.00,26.00,16.34,35.47,44.49,48.00,35.06,23.11,33.64,32.00,53.61,19.05,105.05,192.11,89.95,19.05,67.95,11.00,26.76,33.49,41.45,39.00,35.73,18.01,32.08,19.00,63.10,55.37,197.66,252.96,100.28,74.15,36.49,12.00,3.67,11.08,25.14,42.80,17.48,14.60,17.69,4.00,0,휴식 (Relax)
312.00,561.00,135.00,540.00,26.00,15.67,29.75,37.42,56.00,36.32,22.87,37.25,40.00,10.01,25.43,87.33,206.67,94.86,44.89,46.38,33.00,12.26,17.92,28.58,54.12,21.09,17.11,48.01,35.00,29.76,40.94,169.76,274.56,105.54,84.03,74.79,75.00,10.89,23.11,30.07,33.42,24.14,6.01,4.72,9.00,0,휴식 (Relax)
312.00,561.00,135.00,561.00,36.00,34.97,6.12,23.25,60.93,12.86,14.78,40.69,16.00,45.03,76.71,136.58,158.64,40.00,20.20,62.08,22.00,18.34,9.49,41.45,52.35,27.36,7.86,28.79,14.00,95.57,106.06,230.24,215.59,40.37,19.83,9.17,9.00,7.52,18.94,25.20,37.44,28.82,10.07,2.44,14.00,0,휴식 (Relax)
312.00,605.00,151.00,627.00,36.00,42.97,3.31,30.01,53.67,19.24,19.31,35.14,24.00,18.74,64.76,116.51,179.07,37.73,53.15,80.20,55.00,4.53,7.10,28.33,68.26,24.61,17.14,23.22,2.00,35.59,82.67,187.41,262.34,81.14,57.34,66.87,67.00,11.76,20.23,25.74,32.89,29.91,3.26,8.51,4.00,0,휴식 (Relax)
344.00,605.00,156.00,616.00,31.00,18.25,28.69,21.07,73.76,35.37,51.31,16.61,56.00,46.04,97.73,146.86,149.62,6.31,36.58,76.14,11.00,8.29,15.58,33.83,70.09,34.53,17.30,22.05,9.00,65.39,130.19,228.10,226.68,50.71,37.73,25.85,12.00,11.76,20.23,25.74,32.89,29.91,3.26,8.51,4.00,0,휴식 (Relax)
320.00,572.00,135.00,561.00,31.00,19.64,34.81,29.06,68.82,37.62,46.01,20.65,48.00,24.05,76.46,127.79,167.91,24.55,55.75,90.23,11.00,8.29,15.58,33.83,70.09,34.53,17.30,22.05,9.00,23.53,90.72,191.31,263.82,90.90,79.18,53.53,32.00,1.35,10.83,22.24,31.00,26.39,7.79,9.56,15.00,0,휴식 (Relax)
304.00,561.00,130.00,540.00,28.00,15.18,34.42,27.27,75.47,45.62,47.66,28.01,40.00,33.39,69.90,147.47,146.76,56.93,20.92,44.38,44.00,10.18,21.66,34.18,73.16,39.61,8.54,29.18,1.00,63.77,110.47,228.79,233.19,75.21,46.07,34.27,55.00,10.87,15.31,32.37,20.00,17.76,7.31,4.80,4.00,0,휴식 (Relax)
320.00,583.00,156.00,605.00,39.00,11.13,40.79,34.57,71.55,43.17,40.79,20.02,48.00,22.56,60.56,136.61,157.50,65.49,30.50,34.98,55.00,6.10,16.67,29.31,77.83,44.47,9.70,34.04,6.00,44.90,88.74,207.45,254.83,97.21,67.19,54.17,77.00,5.38,0.31,25.13,25.00,6.10,22.31,16.32,11.00,0,휴식 (Relax)
320.00,616.00,145.00,627.00,39.00,11.13,40.79,34.57,71.55,43.17,40.79,20.02,48.00,38.72,11.91,135.37,155.56,94.69,28.74,89.41,0.00,5.12,12.80,24.68,81.84,43.92,2.87,24.25,4.00,75.37,52.73,213.87,254.66,102.48,46.12,59.31,10.00,16.32,10.78,34.54,17.49,7.39,16.49,10.49,0.00,0,휴식 (Relax)
320.00,572.00,145.00,572.00,28.00,18.44,36.96,38.49,68.35,36.65,45.72,25.97,40.00,49.70,19.05,146.14,144.68,84.86,19.05,78.98,11.00,13.75,20.84,32.96,73.06,34.62,11.73,32.83,6.00,75.37,52.73,213.87,254.66,102.48,46.12,59.31,10.00,9.15,7.47,29.03,24.70,9.99,21.45,14.62,8.00,0,휴식 (Relax)
312.00,572.00,135.00,551.00,26.00,10.48,34.81,30.72,75.89,39.65,46.01,30.95,32.00,24.14,14.58,130.75,153.21,94.13,35.20,58.90,44.00,8.79,11.73,25.91,78.60,28.14,20.84,40.15,16.00,18.37,28.96,189.13,277.78,109.37,50.49,18.69,66.00,9.37,16.26,35.04,23.02,16.80,11.47,6.49,2.00,0,휴식 (Relax)
304.00,551.00,140.00,551.00,33.00,15.82,20.73,36.56,72.00,15.88,63.64,31.25,56.00,56.16,66.79,173.65,104.62,40.40,21.15,82.04,10.00,20.56,17.74,36.64,66.47,23.21,19.63,35.10,0.00,76.20,93.22,247.17,220.81,44.63,16.99,46.31,1.00,5.91,12.00,30.44,28.02,21.11,9.05,3.64,7.00,0,휴식 (Relax)
328.00,616.00,145.00,627.00,36.00,23.81,14.69,44.44,64.00,18.97,55.79,26.11,48.00,2.88,54.14,133.08,141.50,60.02,74.88,114.42,65.00,15.57,12.76,32.39,70.09,18.70,24.23,36.81,5.00,16.63,71.42,205.24,262.34,69.88,82.35,110.16,65.00,3.77,12.38,31.04,28.64,22.07,7.92,7.46,2.00,0,휴식 (Relax)
336.00,605.00,156.00,627.00,33.00,14.32,46.65,48.34,71.55,26.87,46.65,17.88,16.00,42.01,94.73,158.25,118.85,28.61,58.62,103.23,21.00,12.69,20.65,45.45,56.08,42.23,10.74,25.50,21.00,74.97,138.39,256.39,215.23,37.35,65.43,60.79,11.00,3.75,14.16,33.00,26.68,20.07,9.35,5.46,4.00,0,휴식 (Relax)
320.00,572.00,135.00,551.00,31.00,14.32,46.65,48.34,71.55,26.87,46.65,17.88,16.00,24.03,76.05,137.67,139.46,47.28,75.22,112.45,1.00,2.76,11.38,36.47,65.46,44.47,20.31,23.34,31.00,23.66,92.61,209.42,263.10,91.35,116.45,85.25,65.00,6.63,9.61,30.58,28.23,18.27,14.34,1.75,9.00,0,휴식 (Relax)
296.00,561.00,130.00,540.00,33.00,9.69,51.83,46.70,85.04,50.73,22.67,32.25,40.00,52.28,86.61,148.03,132.38,38.59,23.05,76.54,54.00,12.27,16.33,41.08,62.29,56.54,11.19,32.33,16.00,76.11,121.44,241.01,240.10,99.81,61.13,33.93,22.00,9.59,9.31,32.68,25.50,15.96,12.54,3.01,6.00,0,휴식 (Relax)
312.00,583.00,145.00,605.00,36.00,17.40,59.44,54.56,79.20,47.62,28.61,24.43,32.00,30.34,65.62,126.03,154.32,60.38,28.67,61.63,76.00,18.01,22.33,47.05,56.32,51.80,9.25,26.73,22.00,43.63,88.58,208.46,272.97,132.48,83.72,43.80,55.00,2.51,6.90,23.89,31.14,8.03,17.79,11.94,4.00,0,휴식 (Relax)
336.00,616.00,156.00,627.00,36.00,13.60,40.00,46.32,97.65,67.59,40.00,3.57,8.00,27.44,27.93,115.57,167.16,69.45,26.79,112.14,21.00,12.53,17.30,45.38,57.97,61.40,15.58,5.74,43.00,57.69,58.49,208.10,279.43,137.83,11.09,84.86,32.00,11.74,10.16,27.64,24.70,8.73,7.80,6.78,6.00,0,휴식 (Relax)
320.00,572.00,145.00,561.00,26.00,21.20,40.79,53.46,93.30,61.67,40.79,7.58,16.00,38.42,35.48,125.95,157.08,58.69,21.93,101.19,32.00,21.43,26.67,55.14,48.38,51.75,15.18,15.55,33.00,57.69,58.49,208.10,279.43,137.83,11.09,84.86,32.00,3.00,13.62,17.85,33.62,9.76,7.64,14.18,16.00,0,휴식 (Relax)
320.00,551.00,135.00,530.00,28.00,29.14,47.66,59.59,86.53,59.11,34.42,6.45,8.00,25.22,18.94,99.26,186.04,72.83,67.98,59.73,86.00,5.49,14.80,48.10,55.47,52.54,30.25,30.52,17.00,46.17,45.15,174.99,316.08,134.14,86.72,27.32,65.00,8.23,21.62,18.56,31.40,15.40,0.81,6.22,8.00,0,휴식 (Relax)
312.00,572.00,145.00,583.00,36.00,15.21,19.31,74.53,73.76,27.69,3.31,37.19,24.00,57.53,49.69,126.54,162.05,41.80,42.25,74.51,53.00,6.95,20.61,56.93,46.75,41.79,21.62,22.71,28.00,79.17,76.82,204.70,288.17,101.23,66.20,18.28,32.00,3.24,18.29,13.58,36.35,19.74,4.84,1.87,3.00,0,휴식 (Relax)
320.00,594.00,151.00,616.00,36.00,15.21,19.31,74.53,73.76,27.69,3.31,37.19,24.00,36.69,42.25,109.96,178.83,48.61,49.69,83.35,31.00,9.06,4.62,44.65,58.60,34.82,27.25,24.50,44.00,34.82,66.12,169.35,322.14,90.32,97.68,61.35,23.00,2.51,19.69,11.97,36.00,20.65,4.49,5.64,8.00,0,휴식 (Relax)
336.00,605.00,151.00,605.00,31.00,18.51,22.87,78.18,73.76,30.54,29.75,23.41,8.00,32.28,77.79,133.01,155.68,8.21,11.80,88.42,75.00,29.51,18.36,56.42,49.04,22.02,6.98,16.55,23.00,68.48,125.68,212.86,277.37,34.06,33.31,42.80,42.00,5.48,22.51,14.64,33.00,17.67,1.81,3.94,5.00,0,휴식 (Relax)
312.00,561.00,135.00,551.00,26.00,13.29,23.11,70.20,81.58,27.43,35.47,28.25,16.00,18.09,57.60,112.23,175.86,27.79,12.01,104.82,97.00,15.32,11.75,37.57,69.43,1.96,14.35,23.62,2.00,16.57,82.21,166.24,321.21,23.34,46.41,90.11,96.00,7.93,12.28,10.27,35.47,16.22,11.19,13.87,8.00,0,휴식 (Relax)
312.00,572.00,135.00,561.00,36.00,14.77,30.12,66.95,83.52,35.39,35.62,21.16,8.00,35.41,61.04,119.45,164.48,35.64,40.89,63.39,53.00,19.00,21.55,40.52,68.12,11.95,8.93,21.50,12.00,49.80,106.70,191.41,290.80,51.59,20.79,24.57,30.00,10.90,13.09,13.24,32.70,13.24,9.30,10.90,5.00,0,휴식 (Relax)
320.00,594.00,145.00,616.00,39.00,14.77,30.12,66.95,83.52,35.39,35.62,21.16,8.00,25.52,40.89,97.48,186.30,55.98,61.04,41.44,31.00,19.00,21.55,40.52,68.12,11.95,8.93,21.50,12.00,21.86,63.02,148.18,332.05,86.90,63.02,27.95,14.00,5.71,5.18,12.30,38.42,12.30,15.91,5.71,6.00,0,휴식 (Relax)
328.00,616.00,151.00,616.00,36.00,5.09,27.51,52.75,89.44,47.20,19.87,36.93,24.00,56.76,12.01,88.03,186.30,68.20,57.60,84.41,75.00,3.96,24.88,37.88,69.05,25.96,7.29,15.07,4.00,75.49,39.47,150.79,316.93,112.35,58.28,37.56,51.00,14.28,6.32,22.30,31.24,2.32,6.32,7.83,4.00,0,휴식 (Relax)
320.00,572.00,145.00,572.00,26.00,16.84,41.30,57.39,75.47,34.71,31.34,24.38,8.00,77.74,32.43,107.88,165.47,47.93,40.15,67.32,54.00,2.04,29.75,42.61,64.13,22.99,6.06,17.42,1.00,96.37,59.24,171.62,296.14,92.47,38.56,21.62,30.00,7.32,7.81,20.56,36.89,6.16,7.81,13.03,11.00,0,휴식 (Relax)
320.00,551.00,140.00,551.00,26.00,11.89,33.94,49.39,80.00,38.65,33.94,23.09,0.00,28.09,43.66,83.19,185.65,77.77,25.06,69.10,11.00,4.74,25.72,39.56,65.25,26.23,10.50,21.83,6.00,45.88,37.61,149.92,294.85,117.98,41.92,74.91,46.00,5.29,17.79,29.79,32.57,7.51,2.33,10.60,1.00,0,휴식 (Relax)
320.00,594.00,135.00,594.00,36.00,19.65,32.34,46.43,67.88,23.26,42.07,22.38,16.00,31.24,54.20,93.27,176.01,68.42,17.94,60.76,0.00,25.74,31.61,53.88,45.31,10.44,12.28,1.22,15.00,61.36,70.55,180.26,262.09,86.72,19.30,42.23,13.00,2.78,15.72,27.90,35.44,10.22,4.57,12.53,2.00,0,휴식 (Relax)
312.00,605.00,156.00,649.00,36.00,27.46,39.05,53.86,62.48,24.84,34.10,24.33,8.00,22.50,47.20,73.86,194.45,81.73,41.93,32.41,33.00,10.14,11.37,37.03,56.64,29.70,32.60,19.91,36.00,49.47,66.09,133.34,291.14,130.19,109.36,66.84,85.00,2.75,16.92,30.78,34.37,11.28,5.63,8.11,3.00,0,휴식 (Relax)
344.00,605.00,156.00,594.00,31.00,21.90,14.63,41.25,40.00,34.36,30.63,67.64,40.00,50.17,86.23,108.06,162.11,39.90,15.69,75.17,11.00,28.93,15.68,52.89,41.23,25.59,27.17,11.26,10.00,92.31,120.08,180.74,244.12,84.85,73.23,13.04,31.00,2.04,15.09,28.87,36.35,13.28,7.63,6.18,5.00,0,휴식 (Relax)
320.00,551.00,140.00,551.00,28.00,29.85,22.63,49.21,32.00,36.23,22.63,59.72,32.00,37.94,58.91,84.54,187.04,52.72,46.51,106.53,43.00,23.93,11.71,48.51,45.88,30.58,31.57,15.97,5.00,69.15,89.86,146.19,276.88,114.64,103.09,43.79,23.00,9.11,8.00,29.29,36.12,12.90,5.48,14.16,3.00,0,휴식 (Relax)
312.00,561.00,130.00,551.00,31.00,14.17,17.89,43.55,40.00,60.22,17.89,41.24,8.00,77.31,76.07,120.05,161.31,17.41,32.52,66.66,12.00,11.01,28.38,57.98,44.15,30.72,10.99,10.27,31.00,116.13,139.56,200.09,226.11,53.84,27.31,34.73,53.00,14.05,8.95,34.21,31.14,7.97,1.95,9.86,2.00,0,휴식 (Relax)
328.00,605.00,140.00,616.00,39.00,14.64,10.61,36.20,46.65,63.91,25.60,39.49,0.00,44.51,43.32,92.47,192.72,50.35,65.13,69.36,45.00,15.00,33.10,62.89,39.29,25.73,10.01,5.51,26.00,63.51,85.68,155.53,272.95,96.30,44.61,89.61,108.00,6.98,5.22,29.37,34.89,10.75,11.61,11.72,15.00,0,휴식 (Relax)
328.00,616.00,151.00,627.00,36.00,16.30,3.31,30.70,51.22,69.00,19.31,38.15,8.00,24.47,39.02,126.88,185.33,63.59,43.19,55.82,20.00,2.48,29.39,61.60,46.04,25.47,11.83,12.90,10.00,33.50,91.70,208.34,242.26,66.17,55.29,40.82,11.00,12.91,10.54,36.34,28.02,5.50,9.10,5.50,7.00,0,휴식 (Relax)
312.00,583.00,145.00,572.00,26.00,16.30,3.31,30.70,51.22,69.00,19.31,38.15,8.00,35.45,49.99,137.07,174.35,53.50,33.62,57.28,9.00,2.48,29.39,61.60,46.04,25.47,11.83,12.90,10.00,23.83,80.85,198.23,253.16,77.16,64.83,49.23,0.00,3.13,12.33,29.59,34.71,14.79,17.94,6.62,3.00,0,휴식 (Relax)
320.00,551.00,145.00,551.00,26.00,16.30,3.31,30.70,51.22,69.00,19.31,38.15,8.00,15.30,38.86,142.75,182.19,70.50,11.90,89.45,34.00,7.14,23.40,57.74,49.68,23.30,16.27,8.01,16.00,55.63,46.24,210.02,253.03,77.96,76.63,20.51,65.00,6.88,22.25,35.89,29.07,12.16,9.95,8.05,7.00,0,휴식 (Relax)
